Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Last three digits of the ID;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1.0;39.0;1.0;9085.0;1.0;1.0;133.1;1.0;37.0;37.0;9.0;9.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;68;32.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;11.1;0.6;2.02;Dropout
1.0;42.0;1.0;9500.0;1.0;1.0;168.0;1.0;37.0;1.0;9.0;4.0;133.4;1.0;0.0;0.0;1.0;0.0;0.0;53;23.0;0.0;20.0;;27.0;26.0;15.07777777777778;0.0;14.0;17.0;17.0;17.0;15.023529411764704;0.0;15.5;2.8;-4.06;Graduate
1.0;17.0;3.0;9500.0;1.0;1.0;132.0;1.0;37.0;37.0;4.0;3.0;127.3;1.0;0.0;0.0;1.0;0.0;0.0;95;20.0;0.0;0.0;7.0;7.0;6.0;13.383333333333333;0.0;0.0;7.0;7.0;6.0;13.383333333333333;0.0;7.6;2.6;0.32;Graduate
1.0;1.0;1.0;171.0;1.0;1.0;133.1;1.0;19.0;;5.0;5.0;131.8;1.0;0.0;1.0;1.0;0.0;0.0;51;20.0;0.0;6.0;12.0;12.0;12.0;13.25;0.0;4.0;11.0;16.0;10.0;13.090909090909092;0.0;8.9;1.4;3.51;Graduate
1.0;17.0;1.0;9238.0;1.0;1.0;120.0;1.0;19.0;19.0;4.0;5.0;114.8;1.0;0.0;1.0;0.0;0.0;0.0;91;19.0;0.0;0.0;6.0;10.0;5.0;11.714285714285714;0.0;0.0;6.0;13.0;2.0;10.666666666666666;0.0;16.2;0.3;-0.92;Dropout
1.0;1.0;3.0;9500.0;1.0;1.0;150.0;1.0;19.0;19.0;5.0;5.0;132.8;1.0;0.0;0.0;1.0;0.0;1.0;77;18.0;0.0;0.0;8.0;8.0;8.0;13.01125;0.0;0.0;8.0;8.0;8.0;13.01125;0.0;9.4;-0.8;;Graduate
1.0;44.0;1.0;9003.0;1.0;39.0;;1.0;19.0;19.0;9.0;4.0;140.0;0.0;0.0;0.0;1.0;0.0;0.0;19;21.0;0.0;0.0;6.0;12.0;3.0;10.666666666666666;2.0;0.0;6.0;12.0;4.0;12.0;0.0;15.5;2.8;-4.06;Dropout
1.0;1.0;1.0;9500.0;1.0;1.0;103.0;1.0;1.0;19.0;;9.0;108.3;0.0;0.0;0.0;1.0;0.0;1.0;84;20.0;0.0;0.0;7.0;14.0;0.0;0.0;0.0;0.0;7.0;15.0;0.0;0.0;0.0;11.1;0.6;2.02;Enrolled
1.0;44.0;1.0;9085.0;1.0;39.0;150.0;1.0;3.0;19.0;2.0;4.0;150.0;1.0;0.0;;1.0;0.0;0.0;12;22.0;0.0;1.0;6.0;9.0;6.0;13.0;0.0;1.0;6.0;18.0;3.0;12.666666666666666;0.0;12.4;0.5;1.79;Graduate
1.0;44.0;1.0;9991.0;0.0;39.0;160.0;1.0;37.0;37.0;9.0;9.0;160.0;0.0;0.0;0.0;1.0;0.0;0.0;59;26.0;0.0;0.0;5.0;5.0;5.0;12.0;0.0;0.0;5.0;7.0;5.0;11.4;0.0;12.7;3.7;-1.7;Graduate
1.0;1.0;1.0;9070.0;1.0;1.0;131.0;1.0;37.0;37.0;3.0;3.0;131.7;1.0;0.0;0.0;1.0;0.0;0.0;4;20.0;0.0;0.0;6.0;6.0;6.0;12.166666666666666;0.0;0.0;6.0;7.0;;13.8;0.0;12.7;3.7;-1.7;Graduate
1.0;1.0;1.0;9500.0;1.0;1.0;114.0;1.0;19.0;38.0;5.0;3.0;112.6;1.0;0.0;0.0;1.0;0.0;0.0;13;19.0;0.0;0.0;7.0;10.0;6.0;11.85;0.0;0.0;8.0;10.0;7.0;13.65;0.0;16.2;0.3;-0.92;Graduate
1.0;39.0;1.0;9991.0;0.0;1.0;120.0;1.0;37.0;37.0;9.0;9.0;111.1;0.0;0.0;0.0;1.0;0.0;0.0;19;31.0;0.0;0.0;5.0;8.0;4.0;11.0;0.0;0.0;5.0;6.0;5.0;11.2;0.0;7.6;2.6;0.32;Graduate
1.0;43.0;3.0;9500.0;1.0;1.0;140.0;1.0;1.0;19.0;9.0;7.0;127.5;1.0;0.0;1.0;1.0;0.0;1.0;82;20.0;0.0;0.0;7.0;9.0;7.0;12.327777777777778;0.0;0.0;8.0;10.0;8.0;11.736;;15.5;2.8;-4.06;Graduate
1.0;43.0;1.0;9085.0;1.0;1.0;130.0;1.0;19.0;38.0;7.0;7.0;120.2;1.0;0.0;0.0;1.0;;0.0;27;20.0;0.0;0.0;5.0;9.0;4.0;12.0;0.0;0.0;5.0;10.0;5.0;13.428571428571429;1.0;10.8;1.4;1.74;Graduate
1.0;17.0;4.0;9500.0;1.0;1.0;121.0;1.0;37.0;37.0;;5.0;118.9;1.0;0.0;0.0;1.0;0.0;0.0;39;;0.0;0.0;7.0;7.0;7.0;14.428571428571429;0.0;0.0;8.0;9.0;8.0;14.511111111111113;0.0;16.2;0.3;-0.92;Graduate
1.0;1.0;4.0;9500.0;1.0;1.0;130.0;1.0;19.0;19.0;9.0;7.0;119.9;1.0;0.0;0.0;1.0;0.0;0.0;2;18.0;0.0;0.0;7.0;7.0;7.0;13.78;0.0;0.0;8.0;8.0;8.0;12.6125;0.0;12.4;0.5;1.79;Graduate
1.0;17.0;2.0;9500.0;1.0;1.0;141.0;1.0;37.0;1.0;9.0;4.0;127.3;1.0;0.0;0.0;1.0;0.0;1.0;67;19.0;0.0;0.0;7.0;7.0;6.0;13.8;0.0;0.0;7.0;7.0;6.0;13.8;0.0;7.6;2.6;0.32;Graduate
1.0;1.0;1.0;9853.0;1.0;1.0;131.0;1.0;19.0;19.0;3.0;7.0;127.9;1.0;0.0;0.0;1.0;0.0;1.0;16;18.0;0.0;0.0;7.0;7.0;7.0;14.857142857142858;0.0;0.0;7.0;7.0;7.0;15.142857142857142;0.0;13.9;-0.3;0.79;Graduate
4.0;39.0;1.0;9773.0;1.0;38.0;133.1;1.0;19.0;19.0;7.0;9.0;133.0;0.0;0.0;;1.0;0.0;0.0;16;40.0;0.0;0.0;6.0;8.0;5.0;13.0;0.0;0.0;6.0;;5.0;12.6;0.0;16.2;0.3;-0.92;Enrolled
1.0;17.0;6.0;9238.0;1.0;1.0;117.0;1.0;1.0;38.0;4.0;7.0;114.6;0.0;0.0;0.0;1.0;0.0;1.0;3;18.0;0.0;0.0;6.0;7.0;6.0;12.142857142857142;0.0;0.0;6.0;6.0;6.0;13.333333333333334;0.0;;-0.3;0.79;Graduate
1.0;1.0;2.0;9085.0;1.0;1.0;151.0;1.0;40.0;4.0;2.0;2.0;144.5;1.0;;0.0;1.0;0.0;0.0;31;18.0;0.0;0.0;6.0;7.0;6.0;15.666666666666666;0.0;0.0;6.0;6.0;6.0;14.833333333333334;0.0;8.9;1.4;3.51;Graduate
1.0;17.0;1.0;9500.0;1.0;1.0;131.0;1.0;1.0;19.0;4.0;3.0;125.4;1.0;0.0;0.0;1.0;0.0;0.0;37;19.0;0.0;0.0;7.0;13.0;5.0;12.5;;0.0;8.0;14.0;7.0;12.166666666666666;0.0;15.5;2.8;-4.06;Graduate
1.0;17.0;1.0;9238.0;1.0;1.0;145.0;1.0;38.0;38.0;9.0;7.0;145.0;0.0;0.0;0.0;1.0;0.0;1.0;88;19.0;0.0;0.0;6.0;7.0;6.0;12.833333333333334;0.0;0.0;6.0;6.0;6.0;13.166666666666666;0.0;12.4;0.5;1.79;Graduate
1.0;39.0;1.0;9003.0;1.0;1.0;135.0;1.0;38.0;38.0;9.0;6.0;138.1;0.0;0.0;1.0;0.0;0.0;0.0;77;28.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;7.0;0.0;0.0;0.0;8.9;1.4;3.51;Dropout
1.0;17.0;1.0;9070.0;1.0;1.0;119.0;1.0;37.0;38.0;9.0;8.0;124.6;1.0;0.0;0.0;1.0;0.0;0.0;10;20.0;0.0;0.0;6.0;6.0;6.0;12.5;0.0;0.0;;6.0;6.0;12.666666666666666;0.0;7.6;2.6;0.32;Graduate
1.0;1.0;2.0;9773.0;1.0;1.0;122.0;1.0;37.0;37.0;9.0;9.0;130.8;1.0;0.0;0.0;1.0;;0.0;37;18.0;0.0;0.0;6.0;14.0;4.0;11.25;0.0;;6.0;9.0;5.0;13.0;0.0;9.4;-0.8;-3.12;Graduate
1.0;;2.0;9500.0;1.0;1.0;155.0;1.0;1.0;1.0;4.0;3.0;140.5;;0.0;0.0;1.0;0.0;0.0;99;18.0;0.0;0.0;7.0;7.0;6.0;15.25;0.0;0.0;7.0;7.0;6.0;15.25;0.0;7.6;2.6;0.32;Graduate
1.0;1.0;1.0;9085.0;1.0;1.0;123.0;1.0;19.0;37.0;9.0;9.0;124.1;1.0;0.0;0.0;1.0;0.0;1.0;90;20.0;0.0;0.0;5.0;13.0;5.0;14.0;2.0;0.0;5.0;10.0;3.0;12.0;1.0;9.4;-0.8;-3.12;Graduate
1.0;43.0;1.0;9238.0;1.0;1.0;130.0;1.0;38.0;19.0;9.0;4.0;118.4;0.0;0.0;1.0;1.0;0.0;0.0;11;28.0;0.0;15.0;16.0;16.0;13.0;12.076923076923077;0.0;13.0;13.0;13.0;11.0;12.090909090909092;0.0;16.2;0.3;-0.92;Graduate
1.0;15.0;1.0;9853.0;1.0;1.0;133.1;;43.0;1.0;153.0;135.0;128.2;0.0;0.0;0.0;1.0;;0.0;14;23.0;1.0;11.0;16.0;17.0;16.0;14.625;0.0;6.0;10.0;12.0;9.0;14.88888888888889;0.0;8.9;1.4;3.51;Graduate
1.0;1.0;1.0;9853.0;1.0;1.0;114.0;1.0;19.0;37.0;5.0;5.0;109.5;1.0;0.0;0.0;1.0;0.0;0.0;97;19.0;0.0;0.0;7.0;10.0;4.0;10.5;0.0;0.0;7.0;7.0;2.0;;0.0;16.2;0.3;-0.92;Dropout
1.0;17.0;1.0;9238.0;1.0;1.0;137.0;1.0;38.0;19.0;152.0;171.0;131.1;1.0;0.0;0.0;1.0;0.0;1.0;56;18.0;0.0;;6.0;8.0;6.0;12.833333333333334;0.0;0.0;6.0;6.0;6.0;12.166666666666666;0.0;8.9;1.4;3.51;Graduate
1.0;1.0;3.0;9773.0;1.0;1.0;161.0;22.0;37.0;37.0;9.0;9.0;137.9;0.0;0.0;1.0;0.0;0.0;1.0;6;20.0;1.0;0.0;6.0;6.0;6.0;12.5;0.0;0.0;6.0;7.0;5.0;11.8;0.0;10.8;1.4;1.74;Graduate
1.0;1.0;1.0;171.0;1.0;1.0;133.1;1.0;3.0;1.0;2.0;4.0;128.2;1.0;0.0;0.0;1.0;0.0;0.0;56;20.0;0.0;5.0;12.0;13.0;12.0;11.23076923076923;0.0;3.0;11.0;18.0;9.0;12.77777777777778;0.0;11.1;0.6;2.02;Graduate
2.0;39.0;1.0;9991.0;0.0;;133.1;1.0;37.0;37.0;9.0;9.0;126.5;0.0;0.0;0.0;1.0;0.0;0.0;80;27.0;0.0;0.0;5.0;5.0;2.0;10.5;0.0;0.0;5.0;5.0;0.0;0.0;0.0;7.6;2.6;0.32;Dropout
1.0;1.0;1.0;9853.0;1.0;1.0;128.0;1.0;1.0;1.0;9.0;9.0;120.0;1.0;0.0;0.0;1.0;0.0;0.0;26;18.0;0.0;0.0;6.0;11.0;3.0;12.0;0.0;0.0;6.0;13.0;2.0;12.0;0.0;12.7;3.7;-1.7;Dropout
4.0;39.0;2.0;9556.0;1.0;19.0;133.1;1.0;19.0;19.0;4.0;6.0;123.0;0.0;0.0;0.0;1.0;0.0;1.0;21;37.0;0.0;0.0;7.0;10.0;7.0;;0.0;0.0;8.0;11.0;8.0;12.3;0.0;10.8;1.4;1.74;Graduate
4.0;7.0;1.0;9500.0;1.0;40.0;130.0;1.0;19.0;19.0;4.0;6.0;130.0;0.0;0.0;0.0;0.0;0.0;0.0;62;42.0;0.0;2.0;7.0;10.0;5.0;12.62;0.0;3.0;7.0;11.0;3.0;14.166666666666666;0.0;12.4;0.5;1.79;Dropout
1.0;17.0;6.0;9500.0;1.0;1.0;147.0;1.0;1.0;38.0;4.0;8.0;141.1;;0.0;0.0;1.0;0.0;0.0;13;20.0;0.0;0.0;7.0;9.0;6.0;13.0;0.0;0.0;8.0;8.0;8.0;14.2125;0.0;13.9;-0.3;0.79;Dropout
;39.0;1.0;9119.0;1.0;1.0;140.0;1.0;34.0;34.0;9.0;9.0;140.0;0.0;0.0;0.0;0.0;1.0;0.0;58;34.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;15.5;2.8;;Dropout
1.0;42.0;1.0;9119.0;1.0;1.0;140.0;1.0;3.0;3.0;3.0;2.0;133.6;1.0;;0.0;1.0;1.0;0.0;58;22.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;10.8;1.4;1.74;Dropout
2.0;39.0;2.0;9254.0;1.0;19.0;133.1;1.0;19.0;19.0;9.0;5.0;123.5;;0.0;0.0;1.0;1.0;0.0;1;39.0;0.0;0.0;6.0;6.0;;13.5;0.0;0.0;6.0;6.0;6.0;13.333333333333334;0.0;12.4;0.5;1.79;Graduate
1.0;1.0;1.0;9500.0;1.0;1.0;141.0;1.0;37.0;37.0;;9.0;136.3;1.0;0.0;0.0;1.0;1.0;1.0;36;18.0;0.0;0.0;7.0;7.0;6.0;13.516666666666666;0.0;0.0;7.0;7.0;6.0;13.516666666666666;0.0;7.6;2.6;0.32;Graduate
1.0;1.0;2.0;9070.0;1.0;1.0;128.0;1.0;37.0;37.0;9.0;9.0;123.5;1.0;0.0;0.0;1.0;1.0;1.0;71;21.0;0.0;0.0;6.0;6.0;6.0;13.166666666666666;0.0;0.0;6.0;8.0;6.0;13.285714285714286;0.0;8.9;1.4;3.51;Graduate
2.0;39.0;1.0;9085.0;1.0;1.0;150.0;1.0;37.0;37.0;90.0;10.0;112.0;0.0;0.0;0.0;1.0;1.0;0.0;26;34.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;10.8;1.4;1.74;Dropout
1.0;44.0;1.0;9003.0;1.0;39.0;160.0;1.0;37.0;37.0;9.0;9.0;160.0;0.0;0.0;0.0;1.0;1.0;1.0;49;22.0;0.0;0.0;6.0;8.0;6.0;13.125;0.0;0.0;6.0;10.0;6.0;13.0;0.0;16.2;0.3;-0.92;Graduate
1.0;39.0;1.0;9003.0;1.0;1.0;133.1;1.0;1.0;37.0;4.0;7.0;110.0;0.0;0.0;0.0;1.0;1.0;0.0;12;31.0;0.0;0.0;6.0;15.0;3.0;14.4;0.0;0.0;6.0;20.0;0.0;0.0;0.0;16.2;0.3;-0.92;Dropout
1.0;18.0;3.0;9853.0;1.0;1.0;128.0;1.0;38.0;37.0;5.0;9.0;116.8;1.0;0.0;0.0;0.0;1.0;0.0;59;19.0;0.0;0.0;6.0;10.0;4.0;12.0;0.0;0.0;6.0;12.0;0.0;0.0;0.0;10.8;1.4;1.74;Dropout
1.0;17.0;5.0;9254.0;1.0;1.0;;1.0;38.0;1.0;5.0;9.0;109.5;0.0;0.0;0.0;1.0;1.0;0.0;38;19.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;10.0;0.0;0.0;0.0;10.8;1.4;1.74;Dropout
1.0;39.0;1.0;9556.0;1.0;19.0;133.1;1.0;37.0;37.0;9.0;10.0;100.0;0.0;0.0;0.0;1.0;1.0;0.0;1;31.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;;7.0;7.0;0.0;0.0;0.0;15.5;2.8;-4.06;Dropout
1.0;5.0;1.0;9147.0;1.0;1.0;126.0;1.0;19.0;38.0;5.0;6.0;117.3;1.0;0.0;0.0;1.0;0.0;0.0;33;19.0;0.0;0.0;5.0;15.0;3.0;10.8;0.0;0.0;5.0;6.0;3.0;10.5;0.0;13.9;-0.3;0.79;Enrolled
2.0;39.0;2.0;9670.0;1.0;1.0;133.1;41.0;37.0;19.0;9.0;9.0;130.0;0.0;0.0;0.0;1.0;0.0;0.0;87;30.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;9.4;-0.8;-3.12;Dropout
1.0;51.0;1.0;9500.0;1.0;1.0;129.0;1.0;37.0;38.0;3.0;3.0;137.8;1.0;0.0;0.0;1.0;0.0;1.0;47;20.0;0.0;2.0;7.0;7.0;7.0;16.13142857142857;0.0;0.0;8.0;9.0;8.0;15.52222222222222;0.0;11.1;0.6;2.02;Graduate
1.0;17.0;1.0;9500.0;1.0;1.0;140.0;1.0;19.0;38.0;7.0;7.0;136.5;1.0;0.0;0.0;1.0;0.0;1.0;32;18.0;0.0;0.0;7.0;7.0;7.0;14.838571428571427;0.0;0.0;8.0;9.0;8.0;14.8;0.0;12.4;0.5;1.79;Graduate
4.0;39.0;1.0;9991.0;0.0;1.0;133.1;1.0;37.0;37.0;5.0;5.0;138.7;0.0;0.0;0.0;1.0;0.0;0.0;95;31.0;0.0;0.0;5.0;7.0;3.0;10.333333333333334;0.0;0.0;5.0;6.0;3.0;12.0;;10.8;1.4;1.74;Dropout
1.0;17.0;1.0;9254.0;1.0;1.0;134.0;1.0;19.0;1.0;9.0;4.0;124.9;1.0;0.0;0.0;1.0;0.0;0.0;87;19.0;0.0;0.0;6.0;11.0;3.0;12.0;0.0;0.0;6.0;11.0;4.0;11.25;0.0;7.6;2.6;0.32;Dropout
4.0;39.0;1.0;8014.0;0.0;1.0;133.1;1.0;37.0;37.0;9.0;7.0;140.0;0.0;0.0;0.0;1.0;0.0;1.0;7;43.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;8.9;1.4;3.51;Dropout
1.0;17.0;2.0;9254.0;1.0;1.0;132.0;1.0;38.0;38.0;9.0;8.0;122.6;1.0;0.0;0.0;1.0;0.0;1.0;81;20.0;0.0;0.0;6.0;6.0;6.0;13.166666666666666;0.0;0.0;6.0;6.0;6.0;14.0;0.0;13.9;-0.3;0.79;Graduate
1.0;1.0;2.0;9500.0;1.0;1.0;131.0;1.0;1.0;1.0;5.0;9.0;129.5;1.0;0.0;0.0;1.0;0.0;;33;19.0;0.0;0.0;8.0;8.0;8.0;13.9475;0.0;0.0;8.0;8.0;8.0;13.9475;0.0;9.4;-0.8;-3.12;Graduate
1.0;1.0;1.0;9670.0;1.0;1.0;133.1;1.0;3.0;1.0;1.0;7.0;155.0;0.0;0.0;0.0;1.0;0.0;0.0;8;22.0;0.0;0.0;5.0;6.0;3.0;11.333333333333334;0.0;0.0;5.0;5.0;0.0;0.0;0.0;9.4;-0.8;-3.12;
1.0;1.0;1.0;8014.0;0.0;1.0;133.1;1.0;3.0;1.0;1.0;7.0;100.0;0.0;0.0;0.0;1.0;0.0;0.0;58;26.0;0.0;2.0;8.0;11.0;7.0;12.75;0.0;2.0;7.0;7.0;7.0;12.285714285714286;0.0;16.2;0.3;-0.92;Graduate
1.0;18.0;1.0;9147.0;1.0;1.0;160.0;1.0;19.0;19.0;5.0;8.0;137.6;1.0;0.0;0.0;1.0;0.0;1.0;87;19.0;0.0;0.0;5.0;6.0;5.0;12.6;0.0;0.0;5.0;8.0;5.0;11.25;0.0;10.8;1.4;1.74;Graduate
1.0;7.0;1.0;9500.0;1.0;3.0;120.0;1.0;19.0;3.0;4.0;2.0;120.0;1.0;0.0;0.0;1.0;0.0;0.0;9;29.0;0.0;0.0;8.0;8.0;6.0;12.25;1.0;0.0;8.0;8.0;6.0;12.25;1.0;12.7;3.7;-1.7;Dropout
1.0;15.0;1.0;9556.0;1.0;1.0;114.0;26.0;3.0;19.0;122.0;144.0;114.0;0.0;0.0;0.0;1.0;0.0;0.0;34;20.0;1.0;0.0;7.0;14.0;0.0;0.0;6.0;0.0;7.0;12.0;2.0;11.666666666666666;0.0;8.9;1.4;3.51;Enrolled
4.0;1.0;1.0;9991.0;0.0;1.0;140.0;1.0;37.0;37.0;9.0;7.0;;0.0;0.0;0.0;1.0;0.0;1.0;78;38.0;0.0;0.0;5.0;8.0;5.0;11.0;0.0;0.0;5.0;7.0;5.0;11.4;0.0;9.4;-0.8;-3.12;Enrolled
1.0;;1.0;9003.0;1.0;1.0;100.0;;37.0;37.0;9.0;5.0;110.0;0.0;0.0;0.0;1.0;0.0;0.0;23;41.0;0.0;8.0;12.0;17.0;12.0;11.833333333333334;0.0;3.0;12.0;22.0;9.0;12.7;0.0;15.5;2.8;-4.06;Graduate
1.0;1.0;6.0;9500.0;1.0;1.0;139.0;1.0;19.0;38.0;4.0;9.0;128.5;1.0;0.0;0.0;1.0;0.0;0.0;86;19.0;0.0;0.0;8.0;10.0;6.0;13.066666666666668;0.0;0.0;8.0;10.0;6.0;13.066666666666668;0.0;12.7;3.7;-1.7;Dropout
1.0;1.0;1.0;9070.0;1.0;1.0;136.0;1.0;1.0;38.0;4.0;5.0;132.2;0.0;0.0;1.0;1.0;0.0;0.0;94;19.0;0.0;0.0;6.0;6.0;6.0;13.833333333333334;0.0;0.0;6.0;8.0;6.0;13.875;0.0;10.8;1.4;1.74;Graduate
4.0;7.0;1.0;9500.0;1.0;3.0;130.0;1.0;3.0;19.0;2.0;3.0;130.0;0.0;0.0;0.0;1.0;0.0;0.0;47;43.0;0.0;0.0;7.0;7.0;3.0;13.833333333333334;1.0;0.0;7.0;7.0;0.0;0.0;0.0;16.2;0.3;-0.92;Dropout
1.0;17.0;;9130.0;1.0;1.0;145.0;1.0;38.0;37.0;9.0;7.0;129.3;1.0;0.0;0.0;1.0;0.0;0.0;99;19.0;0.0;0.0;5.0;5.0;5.0;11.8;0.0;0.0;5.0;5.0;5.0;13.2;0.0;10.8;1.4;1.74;Graduate
1.0;1.0;1.0;171.0;1.0;1.0;133.1;1.0;19.0;38.0;9.0;8.0;128.2;1.0;0.0;0.0;1.0;1.0;1.0;56;19.0;0.0;6.0;12.0;12.0;12.0;13.333333333333334;0.0;4.0;11.0;15.0;10.0;12.818181818181818;0.0;8.9;1.4;3.51;Enrolled
1.0;1.0;6.0;9500.0;1.0;1.0;146.0;1.0;2.0;19.0;3.0;9.0;130.3;1.0;0.0;0.0;1.0;1.0;0.0;92;18.0;0.0;0.0;8.0;8.0;8.0;13.74625;0.0;0.0;8.0;8.0;8.0;13.74625;0.0;9.4;-0.8;-3.12;Graduate
1.0;1.0;1.0;171.0;1.0;1.0;;1.0;3.0;3.0;2.0;2.0;162.5;1.0;0.0;0.0;1.0;1.0;0.0;59;19.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.2;0.3;-0.92;Dropout
2.0;39.0;1.0;8014.0;0.0;19.0;133.1;1.0;34.0;34.0;0.0;0.0;130.0;0.0;0.0;0.0;1.0;1.0;0.0;43;38.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;9.4;-0.8;-3.12;Dropout
2.0;7.0;1.0;9130.0;1.0;2.0;110.0;1.0;19.0;19.0;4.0;8.0;110.0;1.0;0.0;0.0;1.0;1.0;0.0;32;37.0;0.0;0.0;6.0;9.0;0.0;0.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;16.2;0.3;-0.92;Dropout
1.0;39.0;1.0;9670.0;1.0;1.0;120.0;1.0;1.0;19.0;4.0;10.0;142.3;1.0;0.0;0.0;1.0;0.0;1.0;8;26.0;0.0;0.0;6.0;6.0;6.0;13.333333333333334;0.0;0.0;6.0;10.0;5.0;14.5;0.0;10.8;1.4;1.74;
1.0;17.0;1.0;9238.0;1.0;1.0;130.0;1.0;37.0;37.0;9.0;9.0;122.0;1.0;0.0;0.0;1.0;0.0;1.0;40;21.0;0.0;0.0;6.0;8.0;1.0;10.0;0.0;0.0;6.0;13.0;5.0;11.4;0.0;12.7;3.7;-1.7;Enrolled
1.0;1.0;3.0;9085.0;1.0;1.0;158.0;1.0;1.0;19.0;9.0;9.0;153.6;1.0;0.0;0.0;1.0;0.0;1.0;74;18.0;0.0;0.0;6.0;7.0;6.0;15.666666666666666;0.0;0.0;6.0;8.0;6.0;15.285714285714286;0.0;8.9;1.4;3.51;Graduate
1.0;;1.0;9853.0;1.0;1.0;122.0;1.0;3.0;19.0;2.0;3.0;112.9;0.0;0.0;0.0;1.0;0.0;0.0;54;18.0;0.0;;7.0;9.0;7.0;11.857142857142858;0.0;0.0;7.0;7.0;7.0;11.857142857142858;0.0;16.2;0.3;-0.92;Graduate
1.0;1.0;1.0;9085.0;1.0;;140.0;1.0;3.0;1.0;2.0;4.0;124.1;0.0;0.0;0.0;1.0;0.0;0.0;97;18.0;0.0;0.0;;12.0;5.0;14.5;2.0;0.0;5.0;5.0;5.0;13.6;0.0;9.4;-0.8;-3.12;Graduate
1.0;17.0;1.0;9238.0;1.0;1.0;136.0;1.0;38.0;1.0;9.0;4.0;129.7;0.0;;0.0;1.0;0.0;0.0;31;19.0;0.0;0.0;6.0;6.0;6.0;12.166666666666666;0.0;0.0;6.0;7.0;6.0;13.714285714285714;0.0;15.5;2.8;-4.06;Graduate
1.0;1.0;1.0;9773.0;1.0;1.0;111.0;1.0;19.0;19.0;9.0;9.0;110.0;1.0;0.0;0.0;1.0;0.0;0.0;38;18.0;0.0;0.0;6.0;6.0;5.0;12.6;0.0;0.0;6.0;8.0;6.0;12.0;0.0;11.1;0.6;2.02;Graduate
1.0;17.0;2.0;9500.0;1.0;1.0;145.0;1.0;2.0;38.0;3.0;8.0;136.3;1.0;0.0;0.0;1.0;0.0;0.0;94;18.0;0.0;0.0;8.0;12.0;7.0;12.285714285714286;0.0;0.0;8.0;12.0;7.0;12.285714285714286;0.0;12.7;3.7;-1.7;Enrolled
1.0;17.0;1.0;9238.0;1.0;1.0;133.1;1.0;38.0;38.0;191.0;193.0;146.0;0.0;0.0;1.0;1.0;0.0;1.0;65;19.0;0.0;0.0;6.0;6.0;6.0;12.666666666666666;0.0;0.0;6.0;7.0;6.0;;0.0;8.9;1.4;3.51;Graduate
;1.0;1.0;9500.0;1.0;1.0;140.0;1.0;19.0;38.0;7.0;8.0;129.9;0.0;0.0;0.0;1.0;0.0;0.0;60;19.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;16.2;0.3;-0.92;Dropout
1.0;1.0;1.0;9254.0;1.0;1.0;140.0;1.0;19.0;1.0;9.0;8.0;140.9;1.0;0.0;0.0;1.0;0.0;1.0;34;18.0;0.0;0.0;6.0;7.0;6.0;12.857142857142858;0.0;0.0;;10.0;;;0.0;12.7;3.7;-1.7;Graduate
2.0;1.0;1.0;9500.0;1.0;1.0;156.0;1.0;1.0;1.0;9.0;10.0;135.5;0.0;0.0;0.0;1.0;0.0;0.0;83;18.0;0.0;0.0;8.0;8.0;7.0;13.9;0.0;0.0;8.0;8.0;7.0;13.9;0.0;12.7;3.7;-1.7;Graduate
